Vote Year;Council District;Category;Project Number;Title;Description;Address;Votes;Winner;Cost;BP Funding;Borough Code;Latitude;Longitude;Postcode;Community Board;Census Tract;BIN;BBL;NTA
2017;7;Streets;7;Illuminate Cherry Walk on Hudson River Greenway;Installation of bike path lighting along this extended area of the Hudson River Greenway. ;Henry Hudson Parkway South (110th-125th Sts.);565;0;950,000;;1;40.810728;-73.967143;; ;;;;
2017;7;Housing;10;Manhattanville Housing Outdoor Terrace Lighting;Outdoor terrace lighting to increase security surrounding the public housing.;Along Broadway & Amsterdam Ave. (129th-133rd);507;0;500,000;;1;40.817859;-73.956883;; ;;;;
2017;7;Education;3;P.S. 125 Cafeteria Upgrade;Kitchen improvements which would assist in increasing the speed of service to the 3 schools which serve the building.;425 West 123rd Street;759;0;500,000;;1;40.810755;-73.956179;10027;9;20,901;1059526;1019640012;Morningside Heights                                                        
2017;7;Education;5;P.S./M.S.165 Playground Renovation;Renovation of playground units, including the safety rubberized ground surface and asphalt.;234 West 109th Street ;663;0;500,000;;1;40.802656;-73.965869;10025;7;195;1056676;1018800013;Morningside Heights                                                        
2017;7;Seniors;11;Riverstone Senior Center Lighting Upgrade;Lack of/dim lighting, especially on the main pathways and the entry/exit points of the building.;99 Fort Washington Avenue;490;0;500,000;;1;40.839338;-73.944571;10032;12;247;1063346;1021360235;Washington Heights South                                                   
2017;8;Education;8;Air Conditioning for M.S. 223;Air conditioning for students and faculty at M.S. 223 to make the space more usable throughout the year. ;360 East 145th St (Bronx - Mott Haven);655;1;500,000;;1;40.813727;-73.92062;; ;;;;
2017;8;Housing;5;Improve Exterior Lighting at Mill Brook Houses;Placement of exterior lighting throughout Mill Brook Houses to increase visibility and safety.;Mill Brook Houses (Bronx);794;1;500,000;;1;40.804961;-73.917992;; ;;;;
2017;8;Housing;3;Playground Renovations at Washington Houses;Renovate the playground to make it ADA compliant.;Washington Houses;1,500;1;500,000;;1;40.785589;-73.948938;; ;;;;
2017;8;Education;2;Technology Upgrades for Three East Harlem Schools;Technology upgrades for Manhattan Center High School, Renaissance School of the Arts and Tag Young Scholars.;East Harlem Schools;1,796;1;350,000;;1;40.797430;-73.936043;; ;;;;
2017;8;Education;1;Water Fountain Upgrades for East Harlem Schools;Drinking fountain and bottle filling station for Manhattan Center H.S., Harlem Village Academy, P.S. 57 and J.H.S. 45.;East Harlem Schools;2,487;1;200,000;;1;40.799289;-73.933297;; ;;;;
2017;8;Arts, Culture & Community Facilities;9;Air Conditioning at Mott Haven Library;Install Air Conditioning unit at Mott Haven Library to make it more comfortable for year-round use.  ;321 East 140th Street;564;0;500,000;;1;40.811604;-73.924334;; ;;;;
2017;8;Education;12;Air Conditioning for P.S. 30;Air conditioning for P.S. 30 to create a safer and healthier environment for students and faculty throughout the year.;510 East 141st St (Bronx - Mott Haven);545;0;500,000;;1;40.809175;-73.917803;; ;;;;
2017;8;Housing;18;Basketball Court Renovations at Jefferson Houses;Renovation to existing basketball court at Jefferson Houses.;Jefferson Houses (East Harlem)    ;371;0;500,000;;1;40.795795;-73.938046;; ;;;;
2017;8;Housing;13;Basketball Court Renovations at Patterson Houses;Renovate a basketball court at Patterson.;Patterson Houses;512;0;500,000;;1;40.813698;-73.924051;; ;;;;
2017;8;Housing;6;BBQ Sitting Area at Wagner Houses Senior Center;Create a BBQ and picnic seating area in front of the Wager Houses Senior Center.;Wagner Houses (East Harlem);791;0;500,000;;1;40.799880;-73.931624;; ;;;;
2017;8;Housing;17;Improve Exterior Lighting at Mitchel Houses;Placement of exterior lighting throughout Mitchel Houses to increase visibility and safety.;Mitchel Houses (Bronx);407;0;500,000;;1;40.809717;-73.927455;; ;;;;
2017;8;Housing;20;Outdoor Seating Area at Betances;Construction of an outdoor seating area at Betances Senior Center.;Betances Senior Center;233;0;500,000;;1;40.805921;-73.918513;; ;;;;
2017;8;Seniors;16;Outdoor Seating Area at Mill Brook Senior Center;Outdoor seating area to include paving, benches and tables.;Mill Brook Senior Center ;456;0;400,000;;1;40.805931;-73.918447;; ;;;;
2017;8;Housing;15;Outdoor Senior Gym at Patterson Houses;Outdoor senior gym to include water fountain, benches and game tables.;Patterson Houses;462;0;400,000;;1;40.813698;-73.924051;; ;;;;
2017;8;Housing;7;Playground Renovations at East River Houses;Renovations to the playground include a new sprinkler system, cement chess tables, benches and light fixtures.;East River Houses;656;0;500,000;;1;40.788445;-73.94018;; ;;;;
2017;8;Housing;14;Playground Renovations at Wilson Houses;Renovation to existing playground at Wilson Houses.;Wilson Houses (East Harlem);502;0;500,000;;1;40.788769;-73.939113;; ;;;;
2017;8;Seniors;4;Renovations at Covello Senior Center;Renovations that will move the kitchen to the first floor to make meals more accessible to seniors. ;312 East 109th Street (East Harlem);1,225;0;500,000;;1;40.792181;-73.94;10029;11;170;1074278;1016800045;East Harlem South                                                          
2017;8;Education;10;Technology Upgrades for Mott Haven Schools;Technology upgrades for P.S. 18, P.S. 43 and P.S. 49.;Bronx High Schools;555;0;350,000;;1;40.816464;-73.922746;; ;;;;
2017;8;Parks & Recreation;19;Upgrades for Tom's Dog Run;Tom's Dog Run is in need of water fountains, fencing and exercise obstacles for East Harlem Dogs.;Thomas Jefferson Park (East Harlem);277;0;154,000;;1;40.793351;-73.935226;; ;;;;
2017;8;Education;11;Year-Round Art Space at M.S. 221 and M.S. 223;Renovation to a space in M.S. 223/M.S. 221 that includes soundproofing and equipment storage space.;360 East 145th Street (Bronx - Mott Haven);550;0;350,000;;1;40.813727;-73.92062;; ;;;;
2017;10;Education;4;Air Conditioner for Castle Bridge & P.S. 128;These schools lack essential AC as summer heat can make learning difficult. This grant would provide AC in some spaces.;"
560 West 169th Street";1,395;1;300,000;;1;40.840954;-73.938573;10032;12;251;1062994;1021250001;Washington Heights South                                                   
2017;10;Education;1;Laptops for Low Income Students;Laptops for 600 low-income middle school and high school students because a good education matters.;P.S. M293 at W. 196th St. Salome Urea Campus;1,792;1;200,000;;1;40.860771;-73.929809;; ;;;;
2017;10;Transit;5;Real Time Passenger Information;Bus countdown clocks with live timing of bus arrivals district-wide. Allows for better time-management for everyone;Department of Transportation determines;1,227;1;200,000;;1;40.837005;-73.942877;; ;;;;
2017;10;Education;2;Science Carts for P.S. 178;Tools and technology will enrich science education for the students of this K-5 school, many with disabilities.;P.S.178,12 Ellwood Street;1,770;1;125,000;;1;40.859338;-73.928148;; ;;;;
2017;10;Parks & Recreation;3;Street Trees & Tree Guards in the Heights & Inwood;"Add trees to corridors where theyre most lacking; protect new and young trees with tree guards throughout the community";Streets with too few trees or tree guards;1,416;1;280,000;;1;40.866512;-73.922147;; ;;;;
2017;10;Education;9;Board of Ed. 1st Recording Studio - H.S. for Media;Recording Studio would musically enrich the general and disable students while providing tools for a career in the Arts.;549 Audubon Avenue;899;0;400,000;;1;40.856196;-73.926418;10040;12;277;1076751;1021600018;Washington Heights North                                                   
2017;10;Transit;14;Bus Pads;Flexible concrete under paved road to ensure the quality and safety of bus stops for both passengers and buses. ;Department of Transportation determines;583;0;320,000;;1;40.852770;-73.931282;; ;;;;
2017;10;Parks & Recreation;10;Fit4Health;Free outdoor gym with fitness equipment for people of all ages in a safe environment. ADA accessible.;The Pit at 167th Street & Edgecomb Avenue;896;0;300,000;;1;40.838156;-73.936147;; ;;;;
2017;10;Parks & Recreation;11;Make the Dyckman Farmhouse Museum ADA Accessible;Colonial farmhouse is a reminder of early Manhattan.A ramp allows all community members to access this cultural landmark;Museum on the corner of Broadway & 204th St. ;862;0;550,000;;1;40.867515;-73.922663;; ;;;;
2017;10;Education;12;New Stage & Auditorium Curtains at Inwood Academy;Replace torn curtains for the stage and auditorium with new fire retardant curtains for improved safety and acoustics.;Inwood Academy Middle School, 433 W. 204 St.;682;0;100,000;;1;40.862386;-73.918576;; ;;;;
2017;10;Parks & Recreation;8;Repair Emerson Playground Water Fountain Drainage;The runoff results in patches of standing water that disrupts walkways and foster mosquito breeding in summer months.;Inwood Hill Park, Emerson Playground;913;0;490,000;;1;40.872297;-73.924632;; ;;;;
2017;10;Parks & Recreation;13;Restore Water to Sir WilliamÕs Dog Run;"Over 300 local dogs that play here will finally get water breaks; their humans and other park users will benefit, too.";Fort Tryon Park;627;0;526,000;;1;40.861816;-73.933016;; ;;;;
2017;10;Education;7;SmartBoards or Laptops for JHS 52,PS 98 & PSMS 278;Allow these schools to purchase updated technology so that their students have access to essential learning resources.;J.H.S. 52 Academy St, P.S. 98, & PS/MS 278 ;1,128;0;180,000;;1;40.865922;-73.924975;; ;;;;
2017;10;Education;6;WHEELS/I.S.143 Athletic Facilities Upgrade;Bleachers, a fitness center & locker rooms installed in a 52 year old DOE building used by I.S.143, WHEELS, and Alianza.;WHEELS/I.S.143 511 West 182nd Street;1,178;0;400,000;;1;40.849058;-73.930978;; ;;;;
2017;11;Education;1;$35,000 Tech Grants for 8 Schools in the District;Laptop carts and smart boards for: Discovery HS, Ampark 344, P.S. 16, P.S. 20, P.S. 94, P.S./M.S. 95, M.S. 280, P.S. 340;District 11;1,241;1;280,000;;2;40.870482;-73.896932;; ;;;;
2017;11;Arts, Culture & Community Facilities;3;Accessible Bathrooms for Disabled Patrons;Library's bathrooms would be renovated to make them accessible to patrons with disabilities.  ;Riverdale Library - 5540 Mosholu Avenue;1,114;1;500,000;;2;40.903679;-73.902545;; ;;;;
2017;11;Public Safety;2;Cameras for the Police Precincts;Security cameras for the 47th, 50th, and 52nd Police Precincts, $100,000 each;District 11;1,159;1;300,000;;2;40.869100;-73.87941;; ;;;;
2017;11;Education;4;HVAC System and Wiring for P.S. 81;New HVAC system and wiring for P.S. 81 in the cafeteria.;P.S. 81, 5550 Riverdale Avenue;819;1;400,000;;2;40.903571;-73.904836;; ;;;;
2017;11;Parks & Recreation;6;Adult Fitness Equipment at Classic Playground;Install adult fitness equipment, serving the Van Cortlandt Village community. Will serve handicapped/elderly. ;Van Cortlandt Park South/ Gouverneur Avenue;789;0;400,000;;2;40.885255;-73.890165;; ;;;;
2017;11;Parks & Recreation;10;Clay Tennis Court: Indian Fld-Van Cortlandt Park;Reconstruction of 2 clay tennis courts, serves areas surrounding Van Cortlandt Park. ;East 233rd Street/Van Cortlandt Park East;535;0;375,000;;2;40.896511;-73.878074;; ;;;;
2017;11;Transit;7;Decorative Street Lights Along Webster Avenue;Lighting on Webster Ave would provide safety for commuters, residents, especially kids to include wiring and electricity;Webster Avenue from McLean to E. 233rd Street;715;0;300,000;;2;40.896223;-73.862967;; ;;;;
2017;11;Education;9;Gym Locker Renovations;Replace all of the locks in both men's and women's gym and locker rooms.;In-Tech Academy, 2975 Tibbett Avenue;545;0;400,000;;2;40.879033;-73.910935;; ;;;;
2017;11;Education;8;Installation of HVAC System and Wiring;Installation of an HVAC system and wiring in the cafeteria for PS 8.;P.S. 8, 3010 Briggs Avenue;638;0;400,000;;2;40.872230;-73.883408;; ;;;;
2017;11;Parks & Recreation;5;Seton Park Mini Skate Park;Funding for a mini-skate park serving Riverdale and Kingsbridge.  Safe, off street location for young skaters.;West 235 Street and Independence Avenue;803;0;375,000;;2;40.885933;-73.916413;; ;;;;
2017;15;Arts, Culture & Community Facilities;5;Bronx River Art Center Theater Equipment;Purchase theater equipment for BRAC, including: computers, audio equipment, visual equipment and software.;1087 East Tremont Avenue;957;1;35,000;;2;40.840514;-73.877803;10460;6;361;2118038;2031410001;East Tremont                                                               
2017;15;Education;1;Laptops in Schools;Provide a laptop cart with 30 laptops for local schools. Fordham HS for Arts, MS 45, PS: 32 163 57, FDA V & TAPCO;Local Schools;1,733;1;245,000;;2;40.858320;-73.887107;; ;;;;
2017;15;Public Safety;4;NYPD Cameras;Install 8 NYPD Cameras in City Council District 15. The cameras provide video feeds directly to local police precincts.;Locations throughout City Council District 15;1,087;1;280,000;;2;40.852799;-73.892141;; ;;;;
2017;15;Education;3;P.S. 54 Jungle Gym;Install a Jungle gym in the yard of P.S. 54. ; 2703 Webster Avenue;1,492;1;250,000;;2;40.864843;-73.887752;10458;7;40,502;2113630;2032780014;Bedford Park-Fordham North                                                 
